Year	Month	Day	T_obs	T_mod	P_obs	P_mod	H_obs	H_mod	W_obs	W_mod	SW_obs	SW_mod
2005	5	31	NaN	10.87	NaN	1.19	NaN	77.70	NaN	2.59	NaN	289.07
2005	6	1	NaN	9.81	NaN	0.01	NaN	74.53	NaN	1.32	NaN	306.11
2005	6	2	NaN	12.09	NaN	0.00	NaN	66.22	NaN	1.51	NaN	320.09
2005	6	3	NaN	17.30	NaN	0.00	NaN	58.43	NaN	2.24	NaN	270.46
2005	6	4	NaN	13.44	NaN	8.02	NaN	82.67	NaN	2.89	NaN	236.02
2005	6	5	NaN	10.18	NaN	4.49	NaN	82.89	NaN	2.66	NaN	225.74
2005	6	6	NaN	10.15	NaN	6.44	NaN	81.80	NaN	2.00	NaN	178.70
2005	6	7	NaN	5.96	NaN	13.86	NaN	89.45	NaN	3.23	NaN	224.81
2005	6	8	NaN	4.90	0.30	11.65	94.14	93.38	NaN	2.38	171.42	253.24
2005	6	9	NaN	5.23	2.20	3.29	99.39	84.47	NaN	2.24	6.11	307.13
2005	6	10	NaN	7.99	NaN	1.70	NaN	83.39	NaN	2.66	NaN	303.24
2005	6	11	NaN	10.18	NaN	9.59	NaN	83.57	NaN	2.47	NaN	323.89
2005	6	12	NaN	10.75	NaN	5.41	NaN	84.36	NaN	1.53	NaN	357.50
2005	6	13	NaN	15.01	NaN	7.43	NaN	70.17	NaN	2.23	NaN	307.59
2005	6	14	NaN	15.93	NaN	6.97	NaN	73.30	NaN	1.96	NaN	280.74
2005	6	15	NaN	14.12	NaN	17.45	NaN	86.17	NaN	1.71	NaN	283.06
2005	6	16	NaN	13.84	NaN	11.60	NaN	88.83	NaN	2.19	NaN	288.06
2005	6	17	NaN	15.15	NaN	1.17	NaN	79.54	NaN	2.14	NaN	218.33
2005	6	18	NaN	13.87	NaN	3.03	NaN	87.19	NaN	2.11	NaN	39.35
2005	6	19	NaN	13.59	NaN	0.00	NaN	60.73	NaN	1.55	NaN	262.13
2005	6	20	NaN	15.42	NaN	0.00	NaN	64.84	NaN	1.73	NaN	358.43
2005	6	21	NaN	16.92	NaN	0.00	NaN	63.73	NaN	1.46	NaN	352.31
2005	6	22	NaN	18.05	NaN	13.26	NaN	75.64	NaN	2.76	NaN	276.85
2005	6	23	NaN	18.08	NaN	0.00	NaN	74.56	NaN	2.01	NaN	56.48
2005	6	24	NaN	20.83	NaN	3.52	NaN	66.91	NaN	1.74	NaN	296.48
2005	6	25	NaN	19.94	NaN	6.21	NaN	76.51	NaN	2.67	NaN	362.13
2005	6	26	NaN	17.29	NaN	10.15	NaN	84.78	NaN	3.02	NaN	361.57
2005	6	27	NaN	18.08	NaN	1.32	NaN	78.71	NaN	1.82	NaN	358.24
2005	6	28	NaN	18.86	NaN	3.72	NaN	74.46	NaN	1.85	NaN	356.76
2005	6	29	NaN	18.86	NaN	37.19	NaN	71.42	NaN	2.23	NaN	348.80
2005	6	30	NaN	16.03	NaN	22.57	NaN	85.88	NaN	3.33	NaN	240.46
2005	7	1	NaN	12.83	NaN	21.03	NaN	88.12	NaN	3.62	NaN	279.54
2005	7	2	NaN	12.63	NaN	5.27	NaN	89.36	NaN	3.09	NaN	372.31
2005	7	3	NaN	15.18	NaN	1.02	NaN	78.69	NaN	1.76	NaN	370.37
2005	7	4	NaN	18.73	NaN	12.58	NaN	68.15	NaN	1.94	NaN	364.91
2005	7	5	NaN	8.79	NaN	30.42	NaN	87.03	NaN	2.18	NaN	201.39
2005	7	6	NaN	12.28	NaN	2.68	NaN	67.67	NaN	2.16	NaN	265.74
2005	7	7	NaN	10.70	1.00	10.89	96.98	82.52	NaN	2.77	153.15	258.15
2005	7	8	NaN	10.71	NaN	3.16	NaN	80.86	NaN	1.69	NaN	194.07
2005	7	9	NaN	11.60	NaN	7.94	NaN	86.70	NaN	1.53	NaN	147.22
2005	7	10	NaN	12.51	NaN	32.18	NaN	92.91	NaN	1.53	NaN	295.09
2005	7	11	NaN	13.11	NaN	48.37	NaN	98.82	NaN	1.99	NaN	285.74
2005	7	12	NaN	13.08	NaN	24.02	NaN	94.77	NaN	1.14	NaN	269.91
2005	7	13	NaN	14.69	NaN	4.86	NaN	80.31	NaN	1.54	NaN	221.57
2005	7	14	NaN	16.91	NaN	0.00	NaN	65.11	NaN	1.32	NaN	319.91
2005	7	15	NaN	19.02	NaN	3.12	NaN	61.33	NaN	2.17	NaN	304.07
2005	7	16	NaN	18.52	NaN	14.86	NaN	74.26	NaN	3.80	NaN	272.96
2005	7	17	NaN	17.12	NaN	1.26	NaN	78.87	NaN	2.87	NaN	148.43
2005	7	18	NaN	19.15	NaN	36.35	NaN	68.32	NaN	2.48	NaN	300.65
2005	7	19	NaN	14.91	NaN	6.77	NaN	82.50	NaN	4.05	NaN	155.19
2005	7	20	NaN	14.50	NaN	0.54	NaN	75.92	NaN	3.25	NaN	378.24
2005	7	21	NaN	12.62	NaN	1.14	NaN	80.53	NaN	3.55	NaN	372.50
2005	7	22	NaN	12.27	NaN	8.22	NaN	87.23	NaN	2.71	NaN	372.87
2005	7	23	NaN	12.66	NaN	5.38	NaN	88.21	NaN	2.02	NaN	312.04
2005	7	24	NaN	15.48	NaN	1.33	NaN	73.59	NaN	1.89	NaN	366.94
2005	7	25	NaN	18.15	NaN	35.84	NaN	76.00	NaN	2.68	NaN	345.37
2005	7	26	NaN	17.52	NaN	8.22	NaN	82.39	NaN	1.62	NaN	295.56
2005	7	27	NaN	20.59	NaN	3.38	NaN	72.22	NaN	1.72	NaN	313.52
2005	7	28	NaN	24.32	NaN	0.00	NaN	56.98	NaN	2.54	NaN	366.76
2005	7	29	NaN	25.71	NaN	0.00	NaN	47.19	NaN	2.15	NaN	353.24
2005	7	30	NaN	18.18	NaN	20.25	NaN	82.83	NaN	1.88	NaN	285.00
2005	7	31	NaN	13.90	NaN	2.09	NaN	82.61	NaN	1.83	NaN	291.30
2005	8	1	NaN	15.55	NaN	3.07	NaN	74.81	NaN	1.73	NaN	235.74
2005	8	2	NaN	16.88	NaN	7.45	NaN	82.59	NaN	1.62	NaN	295.37
2005	8	3	NaN	13.06	NaN	8.39	NaN	90.83	NaN	3.29	NaN	307.96
2005	8	4	NaN	10.76	NaN	9.65	NaN	87.93	NaN	2.77	NaN	339.26
2005	8	5	NaN	12.36	NaN	0.08	NaN	76.07	NaN	2.11	NaN	137.50
2005	8	6	NaN	11.84	NaN	3.39	NaN	76.68	NaN	3.15	NaN	370.83
2005	8	7	NaN	8.34	NaN	18.14	NaN	86.59	NaN	3.00	NaN	170.00
2005	8	8	NaN	7.83	NaN	10.31	NaN	88.66	NaN	2.83	NaN	276.11
2005	8	9	NaN	11.39	NaN	0.00	NaN	72.58	NaN	2.76	NaN	312.04
2005	8	10	NaN	13.74	NaN	2.85	NaN	72.51	NaN	2.36	NaN	156.30
2005	8	11	NaN	13.45	NaN	0.00	NaN	74.33	NaN	2.03	NaN	133.33
2005	8	12	NaN	14.08	NaN	0.00	NaN	68.47	NaN	1.91	NaN	113.80
2005	8	13	NaN	13.63	NaN	6.31	NaN	83.23	NaN	2.52	NaN	250.83
2005	8	14	NaN	13.33	NaN	9.17	NaN	78.13	NaN	2.44	NaN	359.63
2005	8	15	NaN	9.56	NaN	15.50	NaN	91.51	NaN	2.87	NaN	358.89
2005	8	16	NaN	11.44	NaN	12.47	NaN	90.16	NaN	1.97	NaN	303.33
2005	8	17	NaN	12.46	NaN	5.32	NaN	91.21	NaN	1.34	NaN	324.35
2005	8	18	NaN	16.64	NaN	0.11	NaN	68.02	NaN	1.98	NaN	268.70
2005	8	19	NaN	16.69	NaN	5.56	NaN	76.87	NaN	1.85	NaN	258.52
2005	8	20	NaN	14.45	NaN	15.25	NaN	94.32	NaN	1.75	NaN	327.59
2005	8	21	NaN	14.38	NaN	17.88	NaN	91.75	NaN	1.60	NaN	270.28
2005	8	22	NaN	13.01	NaN	13.34	NaN	91.95	NaN	1.32	NaN	248.80
2005	8	23	NaN	13.09	NaN	75.77	NaN	96.54	NaN	2.97	NaN	262.69
2005	8	24	NaN	12.83	NaN	16.55	NaN	88.38	NaN	2.57	NaN	292.78
2005	8	25	NaN	15.80	NaN	14.79	NaN	75.28	NaN	1.73	NaN	248.70
2005	8	26	NaN	13.08	NaN	0.18	NaN	83.37	NaN	1.33	NaN	321.02
2005	8	27	NaN	13.74	NaN	6.07	NaN	86.35	NaN	1.67	NaN	328.89
2005	8	28	NaN	13.98	NaN	3.27	NaN	84.53	NaN	1.13	NaN	329.63
2005	8	29	NaN	17.39	NaN	0.00	NaN	76.77	NaN	1.66	NaN	334.26
2005	8	30	NaN	17.92	NaN	0.95	NaN	80.17	NaN	1.87	NaN	264.07
2005	8	31	NaN	18.73	NaN	0.00	NaN	64.84	NaN	1.87	NaN	264.81
2005	9	1	NaN	18.66	NaN	7.75	NaN	74.31	NaN	1.94	NaN	313.33
2005	9	2	NaN	16.28	NaN	42.02	NaN	93.33	NaN	2.62	NaN	269.44
2005	9	3	NaN	14.29	NaN	19.21	NaN	91.68	NaN	1.85	NaN	109.35
2005	9	4	NaN	13.61	NaN	1.84	NaN	77.68	NaN	1.60	NaN	168.06
2005	9	5	NaN	15.82	NaN	0.00	NaN	58.69	NaN	1.94	NaN	236.11
2005	9	6	NaN	17.21	NaN	0.00	NaN	53.33	NaN	2.29	NaN	187.41
2005	9	7	NaN	18.34	NaN	0.00	NaN	46.27	NaN	2.56	NaN	166.85
2005	9	8	NaN	19.15	NaN	0.00	NaN	52.84	NaN	2.50	NaN	209.91
2005	9	9	NaN	19.59	NaN	0.25	NaN	56.12	NaN	2.65	NaN	316.76
2005	9	10	NaN	15.51	NaN	14.75	NaN	82.09	NaN	1.97	NaN	309.63
2005	9	11	NaN	15.07	NaN	11.77	NaN	87.90	NaN	1.86	NaN	307.87
2005	9	12	NaN	12.37	NaN	3.69	NaN	89.94	NaN	1.83	NaN	301.20
2005	9	13	NaN	12.67	NaN	3.06	NaN	88.87	NaN	1.62	NaN	207.22
2005	9	14	NaN	13.36	NaN	2.96	NaN	89.41	NaN	2.02	NaN	200.09
2005	9	15	NaN	13.70	NaN	0.00	NaN	80.28	NaN	2.96	NaN	176.67
2005	9	16	NaN	14.78	NaN	8.53	NaN	74.67	NaN	2.90	NaN	161.39
2005	9	17	NaN	6.24	NaN	26.34	NaN	95.01	NaN	1.38	NaN	106.76
2005	9	18	NaN	6.21	NaN	2.24	NaN	81.88	NaN	2.36	NaN	295.28
2005	9	19	NaN	5.73	NaN	1.03	NaN	86.24	NaN	1.78	NaN	222.13
2005	9	20	NaN	6.37	NaN	1.41	NaN	89.36	NaN	0.79	NaN	139.54
2005	9	21	NaN	7.31	NaN	0.43	NaN	89.20	NaN	1.44	NaN	165.83
2005	9	22	NaN	11.10	NaN	0.00	NaN	67.78	NaN	1.67	NaN	156.48
2005	9	23	NaN	12.34	NaN	1.46	NaN	74.23	NaN	1.90	NaN	121.11
2005	9	24	NaN	12.52	NaN	0.99	NaN	76.78	NaN	1.88	NaN	200.46
2005	9	25	NaN	13.21	NaN	0.63	NaN	67.41	NaN	1.57	NaN	233.80
2005	9	26	NaN	12.49	NaN	5.85	NaN	80.67	NaN	1.54	NaN	148.43
2005	9	27	NaN	12.68	NaN	1.68	NaN	80.63	NaN	1.67	NaN	222.41
2005	9	28	NaN	12.80	NaN	0.89	NaN	73.94	NaN	2.22	NaN	169.17
2005	9	29	NaN	9.32	NaN	14.89	NaN	88.60	NaN	2.46	NaN	267.22
2005	9	30	NaN	4.96	NaN	4.83	NaN	92.87	NaN	2.21	NaN	256.57
2005	10	1	NaN	8.34	NaN	0.08	NaN	69.32	NaN	1.89	NaN	264.81
2005	10	2	NaN	7.55	NaN	17.13	NaN	95.96	NaN	0.87	NaN	232.78
2005	10	3	NaN	9.08	NaN	6.73	NaN	91.99	NaN	1.71	NaN	77.59
2005	10	4	NaN	11.81	NaN	9.15	NaN	91.10	NaN	1.95	NaN	102.96
2005	10	5	NaN	12.22	NaN	0.28	NaN	80.53	NaN	3.20	NaN	189.81
2005	10	6	NaN	11.14	NaN	0.00	NaN	64.21	NaN	2.53	NaN	256.30
2005	10	7	NaN	11.64	NaN	0.00	NaN	60.88	NaN	1.74	NaN	254.91
2005	10	8	NaN	11.92	NaN	0.00	NaN	65.23	NaN	1.81	NaN	253.70
2005	10	9	NaN	10.94	NaN	0.00	NaN	75.82	NaN	2.04	NaN	246.48
2005	10	10	NaN	11.56	NaN	0.00	NaN	58.76	NaN	1.89	NaN	214.07
2005	10	11	NaN	11.89	NaN	0.00	NaN	39.84	NaN	2.72	NaN	112.22
2005	10	12	NaN	9.45	NaN	0.00	NaN	47.45	NaN	1.96	NaN	176.48
2005	10	13	NaN	8.77	NaN	0.00	NaN	60.52	NaN	2.48	NaN	160.37
2005	10	14	NaN	7.93	NaN	0.00	NaN	69.61	NaN	1.95	NaN	156.85
2005	10	15	NaN	8.88	NaN	0.00	NaN	58.13	NaN	1.36	NaN	134.72
2005	10	16	NaN	6.47	NaN	0.00	NaN	66.60	NaN	1.67	NaN	227.87
2005	10	17	NaN	3.30	NaN	0.00	NaN	63.33	NaN	2.27	NaN	201.85
2005	10	18	NaN	5.08	NaN	0.00	NaN	45.25	NaN	1.29	NaN	54.07
2005	10	19	NaN	10.22	NaN	0.00	NaN	37.29	NaN	1.48	NaN	167.96
2005	10	20	NaN	10.75	NaN	1.61	NaN	72.65	NaN	1.71	NaN	184.54
2005	10	21	NaN	11.66	NaN	0.00	NaN	66.28	NaN	1.85	NaN	81.76
2005	10	22	NaN	12.35	NaN	0.00	NaN	60.57	NaN	2.37	NaN	96.20
2005	10	23	NaN	11.24	NaN	8.84	NaN	71.31	NaN	2.44	NaN	180.09
2005	10	24	NaN	9.42	NaN	0.02	NaN	74.52	NaN	2.08	NaN	208.06
2005	10	25	NaN	12.16	NaN	0.00	NaN	48.42	NaN	2.35	NaN	186.67
2005	10	26	NaN	12.43	NaN	0.00	NaN	60.95	NaN	3.19	NaN	191.11
2005	10	27	NaN	13.56	NaN	0.00	NaN	53.36	NaN	1.46	NaN	180.37
2005	10	28	NaN	14.54	NaN	0.00	NaN	39.63	NaN	1.51	NaN	164.26
2005	10	29	NaN	14.02	NaN	0.00	NaN	38.32	NaN	1.46	NaN	159.91
2005	10	30	NaN	12.81	NaN	0.00	NaN	39.58	NaN	1.98	NaN	86.67
2005	10	31	NaN	14.05	NaN	0.00	NaN	39.75	NaN	2.35	NaN	107.22
2005	11	1	NaN	11.99	NaN	7.27	NaN	72.53	NaN	2.22	NaN	160.00
2005	11	2	NaN	9.11	NaN	0.00	NaN	73.54	NaN	1.26	NaN	28.98
2005	11	3	NaN	11.72	NaN	0.00	NaN	57.28	NaN	1.94	NaN	131.02
2005	11	4	NaN	12.73	NaN	0.00	NaN	54.30	NaN	1.39	NaN	126.39
2005	11	5	NaN	5.67	NaN	14.90	NaN	93.19	NaN	1.88	NaN	116.39
2005	11	6	NaN	5.69	NaN	2.82	NaN	88.71	NaN	1.33	NaN	173.61
2005	11	7	NaN	7.25	NaN	0.00	NaN	68.07	NaN	2.09	NaN	172.78
2005	11	8	NaN	8.49	NaN	0.00	NaN	41.37	NaN	1.93	NaN	161.67
2005	11	9	NaN	9.55	NaN	0.00	NaN	50.59	NaN	2.13	NaN	165.83
2005	11	10	NaN	6.20	NaN	0.82	NaN	80.66	NaN	1.14	NaN	169.26
2005	11	11	NaN	6.59	NaN	0.02	NaN	67.75	NaN	1.39	NaN	168.06
2005	11	12	NaN	7.25	NaN	0.00	NaN	55.98	NaN	1.54	NaN	165.65
2005	11	13	NaN	7.80	NaN	0.00	NaN	45.05	NaN	0.90	NaN	161.11
2005	11	14	NaN	7.16	NaN	0.00	NaN	49.19	NaN	1.47	NaN	157.69
2005	11	15	NaN	9.13	NaN	0.00	NaN	47.39	NaN	3.14	NaN	149.81
2005	11	16	1.24	4.56	9.70	4.11	92.01	80.89	NaN	3.60	22.97	153.15
2005	11	17	-5.17	-1.62	4.60	4.60	97.61	88.12	NaN	3.30	34.20	154.17
2005	11	18	-6.14	-2.98	16.20	8.74	99.19	91.05	NaN	2.37	15.26	155.09
2005	11	19	-8.32	-5.96	10.10	2.53	99.18	91.78	NaN	2.46	16.82	140.56
2005	11	20	-7.62	-3.90	0.90	4.53	79.21	73.26	NaN	4.19	39.65	67.22
2005	11	21	-5.31	-2.93	31.10	20.20	99.20	94.24	NaN	2.99	14.58	125.74
2005	11	22	-8.41	-7.97	15.30	8.19	99.20	96.49	NaN	1.59	19.44	134.72
2005	11	23	-10.83	-12.86	0.60	1.15	97.67	96.43	NaN	1.97	64.19	128.33
2005	11	24	-11.40	-10.81	0.40	0.20	94.51	93.10	NaN	2.06	67.22	133.80
2005	11	25	-7.19	-4.53	5.90	3.52	89.09	73.41	NaN	2.68	38.26	98.06
2005	11	26	-6.52	-3.38	3.30	0.70	83.82	70.59	NaN	1.35	37.51	124.07
2005	11	27	-6.98	-5.68	4.60	3.08	96.04	87.74	NaN	1.99	33.30	125.56
2005	11	28	-6.82	-4.66	0.10	0.00	69.17	55.05	NaN	3.45	59.69	127.96
2005	11	29	-4.10	-2.84	0.00	0.33	63.78	68.87	NaN	2.29	40.83	124.72
2005	11	30	-6.15	-6.68	0.00	1.46	96.92	97.58	NaN	1.39	40.81	125.00
2005	12	1	-5.82	-6.76	0.40	0.00	78.60	74.10	NaN	1.75	68.13	119.72
2005	12	2	-0.73	0.27	0.20	0.00	47.16	50.03	NaN	3.60	68.06	45.28
2005	12	3	1.21	1.95	5.30	10.88	77.42	83.25	NaN	2.99	33.20	113.89
2005	12	4	1.65	1.75	0.00	0.99	54.37	68.35	NaN	3.52	50.12	99.07
2005	12	5	-0.90	-1.15	13.90	11.27	90.53	95.10	NaN	2.05	15.55	101.76
2005	12	6	-3.51	-4.09	15.50	0.24	99.31	93.59	NaN	2.62	17.81	16.39
2005	12	7	-5.05	-3.53	9.00	0.21	98.93	88.30	NaN	3.65	32.78	74.44
2005	12	8	-4.33	-3.42	0.50	0.04	83.30	69.80	NaN	2.40	60.14	104.63
2005	12	9	-5.93	-6.89	0.40	0.04	96.89	87.50	NaN	1.50	29.60	107.50
2005	12	10	-7.88	-9.86	0.20	0.00	98.25	86.15	NaN	1.99	48.03	104.26
2005	12	11	-5.85	-7.35	0.20	0.00	44.69	34.61	NaN	2.13	62.79	82.69
2005	12	12	-1.04	-1.94	0.10	2.78	53.46	65.02	NaN	1.69	53.73	98.33
2005	12	13	-2.00	-4.42	3.60	2.90	97.47	98.32	NaN	0.79	18.04	98.89
2005	12	14	-6.30	-6.73	0.00	0.30	99.11	96.56	NaN	1.46	35.05	87.96
2005	12	15	-6.01	-3.26	1.70	1.70	96.34	85.99	NaN	4.47	53.49	97.31
2005	12	16	-3.23	-0.90	41.90	32.32	99.29	89.79	NaN	7.44	10.30	95.00
2005	12	17	-8.92	-5.15	17.20	19.70	99.14	92.37	NaN	5.20	14.65	40.93
2005	12	18	-10.24	-7.47	14.60	6.08	99.12	88.64	NaN	3.95	23.01	84.26
2005	12	19	-7.96	-5.26	5.70	3.22	95.70	79.87	NaN	4.26	49.42	68.52
2005	12	20	-5.30	-3.98	3.10	1.25	93.07	87.62	NaN	4.20	61.74	86.76
2005	12	21	-6.12	-5.30	0.50	0.80	95.34	88.25	NaN	3.30	46.91	70.65
2005	12	22	-5.17	-2.68	5.10	6.68	86.67	80.94	NaN	3.70	16.74	49.26
2005	12	23	-3.58	-2.16	9.40	7.13	99.30	94.01	NaN	3.06	17.06	77.31
2005	12	24	-2.17	-1.11	0.00	0.07	97.07	75.41	NaN	3.48	42.97	83.89
2005	12	25	-3.82	-4.54	10.10	0.64	98.92	94.52	NaN	2.53	22.63	77.87
2005	12	26	-6.98	-9.75	3.60	0.14	98.56	96.07	NaN	2.32	22.24	66.48
2005	12	27	-8.83	-11.82	0.20	0.00	99.12	92.80	NaN	0.91	51.58	48.52
2005	12	28	-10.38	-10.81	2.60	0.56	99.01	86.46	NaN	3.37	46.12	62.31
2005	12	29	-13.86	-10.32	0.10	0.14	88.26	74.35	NaN	4.66	59.68	84.54
2005	12	30	-13.80	-9.27	0.00	0.03	74.56	64.40	NaN	3.25	89.76	82.50
2005	12	31	-0.65	1.06	6.60	14.29	86.45	90.69	NaN	3.59	39.81	73.06
2006	1	1	-2.27	-0.70	21.10	9.09	99.41	97.16	NaN	0.76	21.97	82.78
2006	1	2	-5.23	-3.89	35.10	18.32	99.21	94.78	NaN	1.68	9.01	83.15
2006	1	3	-6.51	-6.94	12.50	9.21	99.20	90.40	NaN	2.69	18.60	25.65
2006	1	4	-7.27	-12.02	0.00	0.01	99.20	97.32	NaN	2.06	33.60	76.20
2006	1	5	-5.51	-5.09	0.00	0.00	95.37	88.33	NaN	1.93	74.07	46.20
2006	1	6	-3.51	-2.66	0.00	0.00	88.93	89.75	NaN	1.61	39.31	68.15
2006	1	7	-3.08	-4.29	0.00	0.00	80.00	83.87	NaN	1.44	64.05	66.20
2006	1	8	-4.80	-4.90	0.00	0.00	78.58	76.74	NaN	1.28	65.78	66.39
2006	1	9	-5.02	-5.16	0.00	0.00	65.63	57.44	NaN	1.26	67.97	72.13
2006	1	10	-5.45	-5.80	7.80	0.00	61.86	59.87	NaN	0.92	68.28	73.98
2006	1	11	-4.05	-3.92	0.00	0.00	59.03	61.79	NaN	1.65	67.81	76.57
2006	1	12	-5.41	-5.26	0.00	0.00	43.15	51.33	NaN	2.28	81.77	73.61
2006	1	13	-2.91	-3.20	0.00	0.00	34.78	42.01	NaN	1.68	72.06	53.43
2006	1	14	-2.71	-3.35	0.00	0.00	34.63	41.61	NaN	1.53	73.62	73.52
2006	1	15	-3.23	-3.63	0.00	0.00	30.91	46.54	NaN	2.50	76.16	72.50
2006	1	16	-5.78	-4.25	14.00	0.00	45.00	50.50	NaN	2.58	79.07	24.26
2006	1	17	-3.80	-0.43	0.80	6.18	62.57	69.46	NaN	4.39	33.72	41.11
2006	1	18	-4.01	-1.58	88.90	23.15	99.21	94.04	NaN	4.66	11.21	71.76
2006	1	19	-5.05	-3.71	8.60	2.84	89.03	76.92	NaN	3.41	68.16	62.87
2006	1	20	1.95	1.36	0.00	0.00	39.89	61.24	NaN	3.68	96.61	70.19
2006	1	21	-3.22	-1.69	10.10	10.48	95.17	89.93	NaN	4.48	46.59	69.72
2006	1	22	-6.59	-8.26	19.10	6.34	99.19	95.13	NaN	2.19	19.66	35.56
2006	1	23	-13.25	-18.04	0.60	0.05	91.93	90.64	NaN	1.70	52.17	41.85
2006	1	24	-7.96	-9.42	0.00	0.00	48.34	43.29	NaN	2.69	100.20	70.00
2006	1	25	-6.28	-4.64	0.00	0.00	35.97	36.09	NaN	2.15	48.49	62.78
2006	1	26	-7.20	-4.83	0.00	0.00	70.90	54.53	NaN	2.48	59.15	70.09
2006	1	27	-4.29	-2.62	0.00	0.00	50.51	63.90	NaN	2.39	68.69	72.50
2006	1	28	0.60	0.89	0.00	0.00	50.67	66.97	NaN	2.24	68.76	57.50
2006	1	29	0.20	-0.19	0.00	0.00	57.75	72.37	NaN	1.05	101.08	73.89
2006	1	30	-0.10	-1.17	12.90	0.00	61.92	77.46	NaN	1.32	74.00	76.39
2006	1	31	0.94	-1.60	9.00	0.00	32.64	44.39	NaN	0.82	53.40	53.80
2006	2	1	0.99	-1.63	0.00	0.00	25.85	33.55	NaN	1.02	83.42	48.70
2006	2	2	-0.67	-3.29	3.90	0.00	41.06	46.63	NaN	1.71	101.16	56.30
2006	2	3	-4.05	-4.49	0.00	0.00	50.75	45.01	NaN	0.37	83.14	42.78
2006	2	4	-5.90	-7.09	0.70	0.25	48.34	66.80	NaN	0.61	86.32	78.15
2006	2	5	-8.48	-12.12	0.00	0.00	85.03	87.91	NaN	1.61	112.51	53.33
2006	2	6	-9.97	-9.61	2.40	0.00	94.50	76.74	NaN	3.04	41.36	53.61
2006	2	7	-5.41	-3.35	13.20	14.64	99.21	86.93	NaN	4.97	31.70	79.72
2006	2	8	-5.11	-2.53	7.40	5.33	99.17	79.49	NaN	4.07	35.51	81.20
2006	2	9	-7.15	-4.45	65.10	13.14	98.62	90.85	NaN	4.22	36.43	84.17
2006	2	10	-8.62	-5.02	69.00	25.14	99.14	90.09	NaN	5.15	33.07	83.80
2006	2	11	-10.19	-9.69	10.20	2.06	98.14	92.21	NaN	2.76	60.74	85.19
2006	2	12	-12.20	-9.11	0.00	0.00	91.05	80.10	NaN	2.85	16.48	83.52
2006	2	13	-7.11	-6.77	0.00	0.00	58.78	61.02	NaN	3.19	116.49	88.89
2006	2	14	-3.26	-2.66	0.00	0.00	73.58	66.03	NaN	3.03	87.21	88.06
2006	2	15	0.15	0.98	2.00	3.64	87.60	86.19	NaN	2.94	69.09	90.93
2006	2	16	0.76	2.06	9.10	10.64	96.17	94.29	NaN	3.30	30.03	90.83
2006	2	17	-1.76	-0.16	7.30	4.00	92.44	76.61	NaN	3.02	82.37	73.80
2006	2	18	-0.74	0.15	6.00	4.66	69.35	79.24	NaN	2.73	64.48	48.24
2006	2	19	0.12	0.92	0.00	0.00	63.61	71.96	NaN	3.49	122.13	94.54
2006	2	20	4.32	0.45	0.30	0.00	48.45	93.66	NaN	2.60	209.10	90.19
2006	2	21	-1.85	-1.94	1.00	0.12	99.20	94.50	NaN	0.71	40.15	90.65
2006	2	22	-3.47	-5.33	0.00	0.31	99.14	98.15	NaN	0.97	60.28	88.15
2006	2	23	-4.56	-7.38	0.00	0.05	99.26	97.10	NaN	1.08	72.35	102.69
2006	2	24	-4.46	-3.16	0.00	0.01	99.26	85.19	NaN	2.52	59.58	104.72
2006	2	25	-2.94	-3.54	1.00	1.63	89.18	92.98	NaN	1.46	103.47	81.48
2006	2	26	-6.88	-6.36	7.10	7.04	97.64	95.35	NaN	1.87	73.26	100.28
2006	2	27	-11.95	-12.17	0.90	0.06	87.89	89.64	NaN	1.71	125.83	105.19
2006	2	28	-10.30	-8.97	0.10	0.32	77.61	72.15	NaN	2.62	120.20	104.26
2006	3	1	-8.73	-7.21	0.10	1.04	78.39	75.00	NaN	4.24	95.56	107.13
2006	3	2	-10.01	-7.98	0.30	0.21	62.97	60.94	NaN	3.39	147.35	110.37
2006	3	3	-3.62	-0.90	0.50	0.89	55.93	62.83	NaN	5.19	99.94	112.59
2006	3	4	-3.84	-2.91	9.60	17.18	86.82	91.98	NaN	2.49	67.56	119.44
2006	3	5	-9.01	-7.15	10.30	14.04	99.20	92.37	NaN	2.13	38.91	118.24
2006	3	6	-9.82	-6.74	5.60	3.15	97.11	88.47	NaN	3.73	93.65	119.35
2006	3	7	-9.77	-6.98	48.40	6.10	99.10	90.30	NaN	3.51	62.03	120.00
2006	3	8	-5.81	-3.78	14.10	11.55	73.87	69.97	NaN	3.24	171.72	125.93
2006	3	9	0.39	1.64	31.40	25.79	99.52	93.58	NaN	5.19	52.53	127.59
2006	3	10	-2.35	-0.80	5.70	5.25	94.19	86.37	NaN	3.92	98.78	54.63
2006	3	11	-5.42	-3.03	9.00	2.92	95.22	86.39	NaN	3.96	92.61	102.13
2006	3	12	-11.95	-9.40	19.10	4.40	93.66	91.61	NaN	2.48	67.13	96.02
2006	3	13	-12.65	-12.89	0.60	0.75	90.19	95.17	NaN	1.57	176.42	81.39
2006	3	14	-8.59	-9.85	2.60	4.95	92.32	93.69	NaN	1.21	158.21	122.87
2006	3	15	-5.02	-7.58	0.00	0.09	88.28	94.49	NaN	0.98	200.52	139.54
2006	3	16	-7.75	-6.46	0.00	0.20	98.28	94.89	NaN	0.78	121.66	140.46
2006	3	17	-7.97	-6.67	0.60	0.38	98.47	93.22	NaN	0.87	132.45	141.76
